# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/work/geisingerlab/Mark/REF_GENOMES/17978-mff/NZ_CP012004.gtf" "-o" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/featurecounts/counts.txt" "-p" "-t" "transcript" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam
gene-ACX60_RS14090	NZ_CP012004.1	2974553	2974629	-	77	5	4	11	2	4	3	5	12	11
gene-ACX60_RS14095	NZ_CP012004.1	2974787	2975743	-	957	112	165	179	116	86	88	99	143	140
gene-ACX60_RS14100	NZ_CP012004.1	2975791	2977242	-	1452	173	291	275	211	191	208	185	205	300
gene-ACX60_RS14105	NZ_CP012004.1	2977307	2978422	-	1116	173	283	298	176	216	219	226	156	214
gene-ACX60_RS14110	NZ_CP012004.1	2978465	2979439	-	975	146	158	167	121	127	129	114	144	161
gene-ACX60_RS14115	NZ_CP012004.1	2979451	2981103	-	1653	207	290	295	234	193	200	166	266	332
gene-ACX60_RS14120	NZ_CP012004.1	2981124	2982236	-	1113	60	79	89	36	54	32	67	61	78
gene-ACX60_RS14125	NZ_CP012004.1	2982340	2983320	+	981	224	325	324	227	152	236	227	200	308
gene-ACX60_RS14130	NZ_CP012004.1	2983370	2984554	-	1185	75	121	222	145	97	204	133	129	182
gene-ACX60_RS14135	NZ_CP012004.1	2984704	2984780	-	77	25	38	35	11	20	38	34	37	21
gene-ACX60_RS19000	NZ_CP012004.1	2984845	2985199	-	355	33357	53786	58889	54310	47558	70957	77025	81320	55674
gene-ACX60_RS14140	NZ_CP012004.1	2985227	2985490	-	264	178	230	271	225	213	281	261	227	330
gene-ACX60_RS14145	NZ_CP012004.1	2985492	2985983	-	492	960	1390	1737	1228	1048	1378	1278	1282	1612
gene-ACX60_RS14150	NZ_CP012004.1	2986119	2986595	+	477	671	1115	1405	750	727	961	640	721	886
gene-ACX60_RS14155	NZ_CP012004.1	2986637	2987188	-	552	415	688	648	655	633	677	717	652	792
gene-ACX60_RS14160	NZ_CP012004.1	2987409	2988146	-	738	571	767	1008	572	496	816	430	406	595
gene-ACX60_RS14165	NZ_CP012004.1	2988157	2989209	-	1053	2017	2767	3302	2315	2443	2860	2279	2420	2690
gene-ACX60_RS14170	NZ_CP012004.1	2989281	2990438	+	1158	5609	8000	8843	8368	7818	9158	5389	5736	6753
gene-ACX60_RS14175	NZ_CP012004.1	2990597	2992462	+	1866	2244	2806	3531	2944	2488	3002	2757	2860	3308
gene-ACX60_RS14180	NZ_CP012004.1	2992459	2993742	-	1284	2433	3413	3574	2820	2424	3203	2898	3250	3739
gene-ACX60_RS14185	NZ_CP012004.1	2993831	2995540	+	1710	1318	1817	2011	1577	1377	1612	1388	1199	1593
gene-ACX60_RS14190	NZ_CP012004.1	2995545	2996123	+	579	502	768	895	556	654	597	394	354	394
gene-ACX60_RS14195	NZ_CP012004.1	2996142	2996975	+	834	5161	7714	9431	10428	7908	11442	11077	10828	12378
gene-ACX60_RS14200	NZ_CP012004.1	2996974	2997048	+	75	145	253	177	355	342	285	225	348	312
gene-ACX60_RS14205	NZ_CP012004.1	2997076	2997150	+	75	292	557	391	620	627	568	480	591	660
gene-ACX60_RS14210	NZ_CP012004.1	2997172	2997246	+	75	2795	3676	2905	4301	4345	4382	2964	3715	4157
gene-ACX60_RS14215	NZ_CP012004.1	2997338	2997412	+	75	2411	3399	3031	3938	3598	3948	3462	3491	4231
gene-ACX60_RS14220	NZ_CP012004.1	2997449	2998399	+	951	52758	69407	69727	79822	76468	87539	70140	74768	80042
gene-ACX60_RS14225	NZ_CP012004.1	2998499	2998795	+	297	4688	6903	8192	6616	6155	8719	7274	8065	7771
gene-ACX60_RS14230	NZ_CP012004.1	2998816	2999397	+	582	8450	11496	12713	12506	11230	12654	10818	11113	13606
gene-ACX60_RS14235	NZ_CP012004.1	2999529	2999909	+	381	3122	4446	5246	4111	3555	5200	3497	3483	4166
gene-ACX60_RS14240	NZ_CP012004.1	2999965	3000525	-	561	126	182	246	149	107	131	159	168	214
gene-ACX60_RS14245	NZ_CP012004.1	3000525	3002306	-	1782	516	771	869	592	509	655	685	719	803
gene-ACX60_RS14250	NZ_CP012004.1	3002724	3003383	+	660	2285	3307	2733	2537	2451	2695	2174	2402	2680
gene-ACX60_RS14255	NZ_CP012004.1	3003449	3004123	-	675	559	874	1020	749	736	900	679	743	863
gene-ACX60_RS14260	NZ_CP012004.1	3004221	3004988	+	768	470	769	772	605	562	703	526	590	677
gene-ACX60_RS14265	NZ_CP012004.1	3005034	3005507	-	474	688	1400	1754	709	922	1154	362	327	473
gene-ACX60_RS14270	NZ_CP012004.1	3005698	3005934	-	237	523	642	1071	688	458	1112	1062	1219	1066
gene-ACX60_RS14275	NZ_CP012004.1	3006019	3006753	-	735	8622	13702	14655	13715	12467	16137	16899	18664	19571
gene-ACX60_RS14280	NZ_CP012004.1	3006750	3007736	-	987	9280	13826	14641	13966	11739	17011	17567	19208	20600
gene-ACX60_RS14285	NZ_CP012004.1	3007889	3008074	-	186	3910	6485	7738	5663	4651	8589	5131	5145	5966
gene-ACX60_RS14290	NZ_CP012004.1	3008149	3008709	-	561	18203	31928	31776	40863	37711	44670	34828	37216	38365
gene-ACX60_RS14295	NZ_CP012004.1	3008806	3009468	+	663	3103	4804	5370	3606	3642	4387	2599	2712	3706
gene-ACX60_RS14300	NZ_CP012004.1	3009558	3010175	+	618	1165	1400	1429	1224	1440	1230	1093	1217	1437
gene-ACX60_RS14305	NZ_CP012004.1	3010404	3011195	+	792	1541	2169	2400	2287	1608	2198	2335	2116	2426
gene-ACX60_RS14310	NZ_CP012004.1	3011192	3011788	+	597	739	972	1216	976	785	1245	842	798	867
gene-ACX60_RS14315	NZ_CP012004.1	3011830	3012753	+	924	2981	4399	4977	3739	3785	4745	3007	3233	3880
gene-ACX60_RS14320	NZ_CP012004.1	3012806	3013462	-	657	336	522	462	500	381	511	700	746	823
gene-ACX60_RS14325	NZ_CP012004.1	3013463	3014212	-	750	723	909	967	885	619	985	1638	1497	1749
gene-ACX60_RS14330	NZ_CP012004.1	3014209	3015366	-	1158	842	1292	1426	904	892	1091	1927	1911	2298
gene-ACX60_RS14335	NZ_CP012004.1	3015368	3016648	-	1281	1265	1914	2016	1380	1199	1589	2835	2733	3153
gene-ACX60_RS14340	NZ_CP012004.1	3016739	3017473	-	735	301	428	580	350	296	413	516	434	547
gene-ACX60_RS14345	NZ_CP012004.1	3017830	3018681	+	852	6	4	10	12	8	14	2	8	2
gene-ACX60_RS14350	NZ_CP012004.1	3018669	3020099	+	1431	241	338	403	305	339	341	261	253	275
gene-ACX60_RS14355	NZ_CP012004.1	3020167	3021360	-	1194	1658	2165	2179	1543	1617	1775	979	1073	1255
gene-ACX60_RS14360	NZ_CP012004.1	3021656	3022120	-	465	7751	15736	15396	10227	8281	11785	7110	7936	8461
gene-ACX60_RS14365	NZ_CP012004.1	3022374	3024410	-	2037	1454	2263	2228	2107	2361	2341	1558	1833	1906
gene-ACX60_RS14370	NZ_CP012004.1	3024505	3025542	-	1038	1339	1955	2283	1983	2094	2216	1440	1655	1836
gene-ACX60_RS14375	NZ_CP012004.1	3025544	3028993	-	3450	2427	3657	3523	3559	3519	3602	2675	3046	3275
gene-ACX60_RS14380	NZ_CP012004.1	3029004	3029699	-	696	84	98	161	73	56	93	89	67	62
gene-ACX60_RS14385	NZ_CP012004.1	3029949	3030752	-	804	810	1074	1012	901	809	887	932	1062	1203
gene-ACX60_RS14390	NZ_CP012004.1	3030783	3031535	+	753	1213	2046	1930	1443	1484	1543	1541	1629	1822
gene-ACX60_RS14395	NZ_CP012004.1	3031551	3032285	+	735	468	870	933	755	652	847	778	674	937
gene-ACX60_RS14400	NZ_CP012004.1	3032335	3033744	-	1410	3874	5948	6095	5549	5606	5817	4553	5349	5939
gene-ACX60_RS14405	NZ_CP012004.1	3033885	3034694	+	810	375	514	656	671	510	624	821	787	788
gene-ACX60_RS14410	NZ_CP012004.1	3034779	3035723	+	945	696	906	895	929	833	967	846	721	866
gene-ACX60_RS14415	NZ_CP012004.1	3035803	3036756	-	954	81	128	113	124	72	95	113	72	112
gene-ACX60_RS14420	NZ_CP012004.1	3036918	3039329	-	2412	869	1257	1378	869	757	859	907	981	1177
gene-ACX60_RS14425	NZ_CP012004.1	3039362	3040087	-	726	238	403	383	189	228	238	284	234	306
gene-ACX60_RS14430	NZ_CP012004.1	3040103	3042136	-	2034	1009	1603	1817	1022	964	1117	1146	1172	1527
gene-ACX60_RS14435	NZ_CP012004.1	3042355	3043695	-	1341	645	986	946	665	563	763	722	689	792
gene-ACX60_RS14440	NZ_CP012004.1	3043992	3044561	-	570	2226	3730	4088	3905	3631	4318	2872	3382	3794
gene-ACX60_RS14445	NZ_CP012004.1	3044676	3045269	-	594	1109	1497	1646	1453	1287	1657	1662	1597	1859
gene-ACX60_RS14450	NZ_CP012004.1	3045626	3046192	+	567	199	314	367	277	220	291	470	359	398
gene-ACX60_RS14455	NZ_CP012004.1	3046223	3047095	-	873	347	534	672	551	396	603	445	432	660
gene-ACX60_RS14460	NZ_CP012004.1	3047241	3048470	-	1230	2306	3282	3421	3024	2972	3067	2101	2057	2864
gene-ACX60_RS14465	NZ_CP012004.1	3048616	3049116	-	501	222	273	581	262	159	347	82	105	94
gene-ACX60_RS14470	NZ_CP012004.1	3049402	3051465	+	2064	7028	9997	10306	10335	10802	10994	9464	11165	10850
gene-ACX60_RS14475	NZ_CP012004.1	3051594	3051782	-	189	2	7	9	9	2	8	6	0	13
gene-ACX60_RS14480	NZ_CP012004.1	3051945	3052568	-	624	146	310	341	278	254	363	300	286	369
gene-ACX60_RS14485	NZ_CP012004.1	3052747	3053316	+	570	137	162	202	160	136	183	117	90	145
gene-ACX60_RS14490	NZ_CP012004.1	3053313	3054956	+	1644	344	487	483	464	515	599	389	408	554
gene-ACX60_RS14495	NZ_CP012004.1	3054997	3056124	+	1128	562	701	638	659	698	549	498	575	563
gene-ACX60_RS14500	NZ_CP012004.1	3056189	3057070	+	882	194	273	311	183	186	222	269	243	246
gene-ACX60_RS14505	NZ_CP012004.1	3057188	3058387	+	1200	657	968	1009	995	858	983	917	761	993
gene-ACX60_RS19600	NZ_CP012004.1	3058400	3058570	-	171	58	57	105	60	43	96	81	70	121
gene-ACX60_RS14515	NZ_CP012004.1	3058699	3060375	-	1677	2063	3289	3229	3230	3671	3207	1468	2059	1991
gene-ACX60_RS14520	NZ_CP012004.1	3060603	3060830	-	228	25	40	54	48	58	65	43	40	43
gene-ACX60_RS14525	NZ_CP012004.1	3061123	3061542	+	420	852	1166	1462	1040	911	1241	1159	1245	1389
gene-ACX60_RS14530	NZ_CP012004.1	3061593	3062354	-	762	1139	1693	1965	1363	1256	1671	1398	1417	1743
gene-ACX60_RS14535	NZ_CP012004.1	3062441	3063328	+	888	1930	2650	2937	2281	2317	2534	2510	2568	2888
gene-ACX60_RS14540	NZ_CP012004.1	3063340	3063795	-	456	136	222	288	166	170	228	230	204	263
gene-ACX60_RS14545	NZ_CP012004.1	3063953	3064246	-	294	171	309	555	284	239	489	326	330	305
gene-ACX60_RS14550	NZ_CP012004.1	3064363	3064998	-	636	1893	3085	3728	2606	2362	2933	1876	2392	2805
gene-ACX60_RS14555	NZ_CP012004.1	3065099	3066595	-	1497	21657	30501	35972	35979	31942	42098	43079	46258	45313
gene-ACX60_RS14560	NZ_CP012004.1	3066598	3068196	-	1599	31445	43164	46199	45390	43274	51493	55888	60124	58598
gene-ACX60_RS14565	NZ_CP012004.1	3068198	3070087	-	1890	37191	50460	53303	54834	52817	58745	65941	71674	72597
gene-ACX60_RS14570	NZ_CP012004.1	3070084	3070392	-	309	4583	6298	7089	6761	6262	7647	8248	9556	9611
gene-ACX60_RS14575	NZ_CP012004.1	3070392	3070910	-	519	6966	9772	9569	11094	10937	11621	14255	15631	14366
gene-ACX60_RS14580	NZ_CP012004.1	3070910	3071452	-	543	9388	13070	13783	14028	14999	14170	15097	16451	17745
gene-ACX60_RS14585	NZ_CP012004.1	3071471	3072487	-	1017	16497	23245	24478	25257	26497	27534	31799	34203	34177
gene-ACX60_RS14590	NZ_CP012004.1	3072491	3075175	-	2685	47548	66506	69508	79291	79705	82418	87873	99110	99825
gene-ACX60_RS14595	NZ_CP012004.1	3075187	3076518	-	1332	22980	33801	32153	36169	39500	35823	34305	37748	40137
gene-ACX60_RS14600	NZ_CP012004.1	3076515	3077024	-	510	5956	8157	9297	8873	8843	9945	9439	10078	10337
gene-ACX60_RS14605	NZ_CP012004.1	3077038	3078825	-	1788	29096	41589	42240	46774	48827	47892	46227	52582	51883
gene-ACX60_RS14610	NZ_CP012004.1	3078909	3079586	-	678	8260	12564	11855	13127	14307	14301	12993	14251	14297
gene-ACX60_RS14615	NZ_CP012004.1	3079593	3080144	-	552	8325	12771	10366	11919	13885	12482	10309	11399	12770
gene-ACX60_RS14620	NZ_CP012004.1	3080572	3081993	+	1422	655	932	921	616	562	686	1116	1085	1288
gene-ACX60_RS14625	NZ_CP012004.1	3082086	3082439	+	354	207	383	650	254	228	333	212	178	226
gene-ACX60_RS14630	NZ_CP012004.1	3082462	3084111	-	1650	6918	11485	11826	12934	13665	13190	8037	9278	10569
gene-ACX60_RS14635	NZ_CP012004.1	3084144	3084860	-	717	5684	9858	10372	10385	10623	10796	6181	7523	8548
gene-ACX60_RS19935	NZ_CP012004.1	3084857	3085039	-	183	0	13	11	5	5	11	4	1	4
gene-ACX60_RS14640	NZ_CP012004.1	3085393	3088227	+	2835	47343	67264	70475	74510	70955	78603	62603	70692	72134
gene-ACX60_RS14645	NZ_CP012004.1	3088283	3088417	+	135	95	128	155	205	216	148	185	193	171
gene-ACX60_RS14650	NZ_CP012004.1	3088555	3089838	+	1284	23515	32271	31504	35516	33274	38002	25232	27648	30723
gene-ACX60_RS14655	NZ_CP012004.1	3090673	3093546	+	2874	196	282	283	226	237	316	134	189	288
gene-ACX60_RS14660	NZ_CP012004.1	3093656	3094255	-	600	35	48	32	35	37	23	30	33	45
gene-ACX60_RS14665	NZ_CP012004.1	3094377	3094706	+	330	15	10	18	21	6	23	22	13	9
gene-ACX60_RS20045	NZ_CP012004.1	3094788	3101165	-	6378	1434	2321	3176	1135	979	1528	1509	1740	2364
gene-ACX60_RS14675	NZ_CP012004.1	3101254	3101565	-	312	0	0	0	0	0	2	0	0	2
gene-ACX60_RS14680	NZ_CP012004.1	3101788	3102078	+	291	6	9	8	8	6	14	6	15	15
gene-ACX60_RS14685	NZ_CP012004.1	3102180	3103475	+	1296	22	53	63	31	18	55	63	69	89
gene-ACX60_RS14690	NZ_CP012004.1	3103472	3104023	-	552	80	70	89	54	39	55	84	83	101
gene-ACX60_RS14695	NZ_CP012004.1	3105118	3105609	-	492	3074	3977	5061	4277	3547	4395	3546	3524	4759
gene-ACX60_RS14700	NZ_CP012004.1	3105795	3106838	-	1044	15907	21643	25918	19954	18260	23024	15472	17189	21506
gene-ACX60_RS14705	NZ_CP012004.1	3106860	3107846	-	987	7891	10346	14623	12253	9942	14235	11538	11571	13976
gene-ACX60_RS14710	NZ_CP012004.1	3108213	3109085	-	873	42	34	77	30	49	48	42	34	38
gene-ACX60_RS14715	NZ_CP012004.1	3109341	3109949	+	609	18	24	24	29	7	33	21	19	40
gene-ACX60_RS14720	NZ_CP012004.1	3110051	3111076	-	1026	42	62	69	50	21	61	37	52	69
gene-ACX60_RS14725	NZ_CP012004.1	3111292	3112299	+	1008	195	235	267	91	86	126	134	138	174
gene-ACX60_RS14730	NZ_CP012004.1	3112358	3113725	-	1368	433	767	713	252	204	321	207	319	367
gene-ACX60_RS14735	NZ_CP012004.1	3113759	3115144	-	1386	44	68	84	76	68	48	50	102	102
gene-ACX60_RS14740	NZ_CP012004.1	3115443	3116372	+	930	410	503	605	412	321	402	418	425	464
gene-ACX60_RS14745	NZ_CP012004.1	3116651	3117961	+	1311	52	69	75	74	32	50	57	47	74
gene-ACX60_RS14750	NZ_CP012004.1	3118055	3118849	+	795	36	48	28	28	23	45	40	26	49
gene-ACX60_RS14755	NZ_CP012004.1	3118981	3119910	+	930	226	284	319	230	224	222	272	225	295
gene-ACX60_RS14760	NZ_CP012004.1	3120014	3121420	+	1407	43	54	68	51	58	56	73	45	62
gene-ACX60_RS14765	NZ_CP012004.1	3121410	3122543	+	1134	67	71	70	59	81	70	66	62	70
gene-ACX60_RS14770	NZ_CP012004.1	3122648	3123877	-	1230	151	234	200	136	130	150	112	144	155
gene-ACX60_RS14775	NZ_CP012004.1	3123930	3125252	-	1323	76	114	124	92	91	65	113	69	120
gene-ACX60_RS14780	NZ_CP012004.1	3125474	3126694	-	1221	196	314	302	162	172	176	149	190	249
gene-ACX60_RS14785	NZ_CP012004.1	3126940	3127887	+	948	32	54	88	48	56	64	55	34	60
gene-ACX60_RS14790	NZ_CP012004.1	3127981	3129156	-	1176	133	213	194	173	169	190	144	191	215
gene-ACX60_RS14795	NZ_CP012004.1	3129558	3130553	+	996	247	463	495	364	368	416	334	330	437
gene-ACX60_RS14800	NZ_CP012004.1	3130709	3130785	-	77	290	465	221	547	457	341	528	511	667
gene-ACX60_RS14805	NZ_CP012004.1	3130790	3130865	-	76	4	8	4	4	4	7	4	5	2
gene-ACX60_RS14810	NZ_CP012004.1	3130899	3130975	-	77	707	1273	1020	1604	1398	1433	1352	1434	1921
gene-ACX60_RS14815	NZ_CP012004.1	3131032	3131108	-	77	246	488	420	617	544	577	624	571	634
gene-ACX60_RS14820	NZ_CP012004.1	3131251	3132315	-	1065	2244	3210	3119	2568	2720	2662	2184	2611	2694
gene-ACX60_RS14825	NZ_CP012004.1	3132462	3133682	-	1221	2052	3410	3270	2621	2585	2826	2721	2624	3244
gene-ACX60_RS14830	NZ_CP012004.1	3133819	3134298	-	480	101	194	178	122	137	125	110	134	129
gene-ACX60_RS14835	NZ_CP012004.1	3134310	3134630	-	321	92	114	150	116	84	132	132	120	151
gene-ACX60_RS14840	NZ_CP012004.1	3134780	3135775	-	996	197	221	247	172	181	146	215	206	215
gene-ACX60_RS14845	NZ_CP012004.1	3135804	3136559	-	756	159	211	231	248	215	262	212	317	399
gene-ACX60_RS14850	NZ_CP012004.1	3136546	3138480	-	1935	992	1555	1569	1747	1469	1841	1628	1936	2190
gene-ACX60_RS14855	NZ_CP012004.1	3138521	3138916	-	396	703	1308	1358	1351	1121	1323	1442	1487	1580
gene-ACX60_RS14860	NZ_CP012004.1	3139017	3139838	-	822	909	1524	2003	1051	999	1291	1169	1194	1354
gene-ACX60_RS14865	NZ_CP012004.1	3140195	3140881	-	687	2084	2967	3271	2893	2799	3177	2984	3053	3267
gene-ACX60_RS14870	NZ_CP012004.1	3141066	3141338	+	273	101	120	214	128	107	148	136	161	116
gene-ACX60_RS14875	NZ_CP012004.1	3141342	3142187	-	846	1272	1844	1730	1568	1640	1373	1330	1378	1750
gene-ACX60_RS14880	NZ_CP012004.1	3142156	3143607	-	1452	2031	3250	3439	2857	2761	2780	2562	2741	3157
gene-ACX60_RS14885	NZ_CP012004.1	3143744	3144535	-	792	486	714	691	552	603	650	544	605	624
gene-ACX60_RS14890	NZ_CP012004.1	3144547	3145212	-	666	812	1265	1297	1147	1059	1239	797	933	1049
gene-ACX60_RS14895	NZ_CP012004.1	3145345	3145872	-	528	390	714	600	377	450	468	340	431	490
gene-ACX60_RS14900	NZ_CP012004.1	3145895	3146521	-	627	314	471	507	409	475	408	409	412	479
gene-ACX60_RS14905	NZ_CP012004.1	3146636	3147184	+	549	302	422	535	342	254	482	413	427	423
gene-ACX60_RS14910	NZ_CP012004.1	3147240	3149171	-	1932	816	1122	1710	1043	719	1353	1449	1268	1670
gene-ACX60_RS14915	NZ_CP012004.1	3149191	3150543	-	1353	168	248	269	141	112	183	236	215	248
gene-ACX60_RS14920	NZ_CP012004.1	3150537	3152201	-	1665	260	384	470	317	265	276	333	429	405
gene-ACX60_RS14925	NZ_CP012004.1	3152214	3153406	-	1193	385	620	674	311	309	392	338	323	468
gene-ACX60_RS14930	NZ_CP012004.1	3153450	3154283	-	834	93	112	175	83	70	95	82	107	138
gene-ACX60_RS14935	NZ_CP012004.1	3154580	3155419	-	840	431	679	671	397	369	452	488	428	565
gene-ACX60_RS14940	NZ_CP012004.1	3155771	3157126	+	1356	117	153	160	131	141	164	174	157	147
gene-ACX60_RS14945	NZ_CP012004.1	3157130	3158215	-	1086	1297	1977	1942	1650	1475	1710	1367	1651	1879
gene-ACX60_RS14950	NZ_CP012004.1	3158285	3159574	-	1290	4740	6885	7726	6195	5494	6620	5980	6226	7324
gene-ACX60_RS14955	NZ_CP012004.1	3159680	3160363	-	684	2055	3288	3604	3003	2567	3843	2705	3065	3132
gene-ACX60_RS14960	NZ_CP012004.1	3160363	3161619	-	1257	7290	12002	11251	10176	10761	10637	7997	8663	9724
gene-ACX60_RS14965	NZ_CP012004.1	3161626	3161877	-	252	1046	1939	2121	1221	1455	1490	845	775	1177
gene-ACX60_RS14970	NZ_CP012004.1	3162016	3162354	-	339	163	262	384	139	130	195	172	166	141
gene-ACX60_RS14975	NZ_CP012004.1	3162523	3163971	-	1449	444	680	1046	520	455	638	784	681	750
gene-ACX60_RS14980	NZ_CP012004.1	3164211	3164325	-	115	0	0	0	0	0	2	0	4	0
gene-ACX60_RS14985	NZ_CP012004.1	3164511	3167403	-	2893	0	0	0	0	0	0	6	0	0
gene-ACX60_RS14990	NZ_CP012004.1	3167744	3167819	-	76	0	0	0	0	0	0	0	0	0
gene-ACX60_RS14995	NZ_CP012004.1	3167875	3167951	-	77	0	0	0	0	0	0	0	0	0
gene-ACX60_RS15000	NZ_CP012004.1	3168011	3169547	-	1537	4	2	14	2	0	22	16	12	10
gene-ACX60_RS15005	NZ_CP012004.1	3170119	3171018	+	900	2671	4116	4382	3420	3368	3671	3083	3663	3604
gene-ACX60_RS15010	NZ_CP012004.1	3171134	3172102	+	969	2128	3081	4036	2139	1848	2646	2859	3116	3182
gene-ACX60_RS15015	NZ_CP012004.1	3172205	3172726	+	522	2105	2890	3799	3219	2659	3892	3834	3846	3965
gene-ACX60_RS15020	NZ_CP012004.1	3172753	3173577	+	825	2386	3460	3225	3236	2869	3572	3063	3406	3677
gene-ACX60_RS15025	NZ_CP012004.1	3173592	3173969	+	378	258	446	544	372	322	450	350	391	490
gene-ACX60_RS15030	NZ_CP012004.1	3174129	3174566	+	438	70	194	298	157	116	213	307	187	226
gene-ACX60_RS15035	NZ_CP012004.1	3174654	3175085	+	432	343	703	836	501	476	686	538	543	600
gene-ACX60_RS15040	NZ_CP012004.1	3175140	3176630	-	1491	1216	1862	1684	1331	1306	1352	1090	1235	1272
gene-ACX60_RS15045	NZ_CP012004.1	3176727	3177548	+	822	1150	1747	1987	1341	1501	1618	1144	1349	1583
gene-ACX60_RS15050	NZ_CP012004.1	3177558	3178475	+	918	769	1379	1520	1069	1142	1192	970	1084	1138
gene-ACX60_RS15055	NZ_CP012004.1	3178465	3181272	-	2808	1320	2034	2282	2534	2323	2618	1989	2030	2453
gene-ACX60_RS15060	NZ_CP012004.1	3181427	3184198	+	2772	6380	8786	9211	7783	7565	8323	6351	7270	8035
gene-ACX60_RS15065	NZ_CP012004.1	3184258	3184827	-	570	688	1050	1367	1196	948	1474	1722	1742	1707
gene-ACX60_RS15070	NZ_CP012004.1	3184849	3185685	-	837	1679	2248	2894	2523	2399	2910	3190	3172	3766
gene-ACX60_RS15075	NZ_CP012004.1	3185657	3187060	-	1404	584	923	1058	840	676	838	1324	1390	1593
gene-ACX60_RS15080	NZ_CP012004.1	3186997	3187818	-	822	7195	10732	10262	9749	10379	10179	10648	12890	15413
gene-ACX60_RS15085	NZ_CP012004.1	3187837	3189357	-	1521	2929	4434	4528	3060	3212	3274	2734	3006	3587
gene-ACX60_RS15090	NZ_CP012004.1	3189637	3189963	+	327	2348	3832	4571	2997	2724	4039	2887	3623	3602
gene-ACX60_RS15095	NZ_CP012004.1	3190285	3191553	+	1269	20767	28993	29200	26994	23947	29414	22713	23854	27878
gene-ACX60_RS19605	NZ_CP012004.1	3191748	3191873	-	126	330	529	718	353	320	539	182	189	347
gene-ACX60_RS15100	NZ_CP012004.1	3191968	3192219	+	252	1299	1850	3358	2194	1790	4783	3635	4360	2973
gene-ACX60_RS15105	NZ_CP012004.1	3192390	3192686	-	297	1399	2465	3040	2294	2119	2662	1471	1603	1953
gene-ACX60_RS15110	NZ_CP012004.1	3192683	3195064	-	2382	12441	17901	18890	15219	15842	17552	13956	16168	16997
gene-ACX60_RS15115	NZ_CP012004.1	3195098	3196078	-	981	4384	6372	6133	5474	5819	5557	4329	5490	5534
gene-ACX60_RS15120	NZ_CP012004.1	3196236	3197237	+	1002	388	524	706	407	366	520	487	458	518
gene-ACX60_RS15125	NZ_CP012004.1	3197244	3197747	-	504	18	32	70	27	9	25	48	28	32
gene-ACX60_RS15130	NZ_CP012004.1	3197806	3198359	-	554	116	176	326	128	107	189	130	125	190
gene-ACX60_RS15135	NZ_CP012004.1	3198450	3198809	-	360	22827	31603	33380	31404	29645	41682	32378	38992	35781
